Cód. Cota,Categoria,Crédito,Entrada,Nº Parcelas,Vlr Parcela,Saldo devedor,Fundo comum,Ref. garantia,Administradora,Status
12849-4,Imóvel,"R$39.463,00","R$17.410,74",186,"R$256,00","R$47.616,00",,,Bradesco,Reservada
13258-4,Imóvel,"R$48.043,00","R$20.939,14",116,"R$499,00","R$57.884,00",,,Gazin,Disponível
669-22,Imóvel,"R$48.408,84","R$23.371,79",43,"R$834,77","R$35.895,11","R$0,00","R$0,00",MyCon,Disponível
12847-4,Imóvel,"R$49.849,00","R$21.903,02",174,"R$343,00","R$59.682,00",,,Bradesco,Reservada
13073-4,Imóvel,"R$56.073,00","R$24.678,54",175,"R$393,00","R$68.775,00",,,Bradesco,Disponível
13404-4,Imóvel,"R$62.794,00","R$29.244,12",143,"R$527,00","R$75.361,00","R$61.788,97","R$77.236,21",HS Consórcios,Reservada
13079-4,Imóvel,"R$63.020,00","R$30.639,60",146,"R$506,00","R$73.876,00","R$60.537,04","R$75.671,30",HS Consórcios,Disponível
13089-4,Imóvel,"R$63.463,00","R$29.530,74",135,"R$596,00","R$80.460,00","R$65.895,58","R$82.369,48",HS Consórcios,Reservada
13445-4,Imóvel,"R$63.912,00","R$30.021,76",116,"R$682,00","R$79.112,00","R$64.670,57","R$80.838,21",HS Consórcios,Disponível
13359-4,Imóvel,"R$64.045,00","R$29.719,10",151,"R$540,00","R$81.540,00","R$66.842,69","R$83.553,36",HS Consórcios,Disponível
13027-4,Imóvel,"R$65.052,00","R$30.598,96",149,"R$533,00","R$79.417,00","R$64.985,07","R$81.231,34",HS Consórcios,Disponível
13010-4,Imóvel,"R$65.402,00","R$28.791,96",176,"R$448,00","R$78.848,00",,,Bradesco,Reservada
13080-4,Imóvel,"R$65.674,00","R$31.886,52",149,"R$520,00","R$77.480,00","R$63.508,18","R$79.385,23",HS Consórcios,Disponível
13358-4,Imóvel,"R$65.904,00","R$29.781,92",151,"R$553,00","R$83.503,00","R$68.362,00","R$85.452,50",HS Consórcios,Disponível
13170-4,Imóvel,"R$66.492,00","R$31.070,16",130,"R$601,00","R$78.130,00","R$63.880,41","R$79.850,51",HS Consórcios,Disponível
12694-4,Imóvel,"R$67.235,00","R$31.655,30",131,"R$633,00","R$82.923,00","R$67.483,82","R$84.354,78",HS Consórcios,Disponível
13275-4,Imóvel,"R$67.616,00","R$28.547,68",146,"R$564,00","R$82.344,00",,,CNP Consórcio,Disponível
13386-4,Imóvel,"R$67.682,00","R$32.446,36",130,"R$580,00","R$75.400,00","R$61.694,75","R$77.118,44",HS Consórcios,Disponível
13090-4,Imóvel,"R$67.901,00","R$32.241,98",140,"R$565,00","R$79.100,00","R$64.843,03","R$81.053,79",HS Consórcios,Disponível
13077-4,Imóvel,"R$67.981,00","R$31.640,38",141,"R$589,00","R$83.049,00","R$67.774,53","R$84.718,16",HS Consórcios,Reservada
13444-4,Imóvel,"R$70.613,80","R$33.587,72",167,"R$539,00","R$90.013,00","R$73.902,40","R$92.378,00",HS Consórcios,Disponível
13337-4,Imóvel,"R$70.614,00","R$33.587,72",173,"R$532,00","R$92.036,00","R$75.146,70","R$93.933,38",HS Consórcios,Disponível
13154-4,Imóvel,"R$70.709,00","R$33.685,82",176,"R$528,00","R$92.928,00","R$75.767,30","R$94.709,13",HS Consórcios,Disponível
13432-4,Imóvel,"R$71.000,00","R$35.880,00",207,"R$441,00","R$91.287,00",,,Serello,Disponível
13433-4,Imóvel,"R$71.000,00","R$35.880,00",207,"R$441,00","R$91.287,00",,,Serello,Disponível
13472-4,Imóvel,"R$71.000,00","R$35.880,00",213,"R$440,00","R$93.720,00",,,Serello,Disponível
13466-4,Imóvel,"R$71.763,00","R$36.964,74",209,"R$437,00","R$91.333,00",,,Serello,Disponível
13467-4,Imóvel,"R$71.853,00","R$36.962,94",209,"R$437,00","R$91.333,00",,,Serello,Disponível
13122-4,Imóvel,"R$72.054,00","R$34.258,92",120,"R$654,00","R$78.480,00","R$64.228,01","R$80.285,01",HS Consórcios,Disponível
13094-4,Imóvel,"R$72.477,00","R$35.050,46",123,"R$626,00","R$76.998,00","R$63.077,04","R$78.846,30",HS Consórcios,Disponível
13068-4,Imóvel,"R$73.290,00","R$35.434,20",116,"R$660,00","R$76.560,00","R$62.997,94","R$78.747,43",HS Consórcios,Disponível
13203-4,Imóvel,"R$73.824,00","R$34.323,52",150,"R$624,00","R$93.600,00","R$76.682,56","R$95.853,20",HS Consórcios,Reservada
12803-4,Imóvel,"R$74.429,00","R$32.411,42",103,"R$634,00","R$65.302,00",,,Canopus,Reservada
12657-4,Imóvel,"R$74.900,00","R$36.202,00",160,"R$585,00","R$93.600,00","R$76.767,92","R$95.959,90",HS Consórcios,Disponível
13050-4,Imóvel,"R$75.018,00","R$37.199,64",181,"R$471,00","R$85.251,00",,,Porto Seguro,Reservada
13113-4,Imóvel,"R$75.549,00","R$37.389,02",114,"R$673,00","R$76.722,00","R$62.820,57","R$78.525,71",HS Consórcios,Disponível
13360-4,Imóvel,"R$75.761,00","R$35.384,78",157,"R$621,00","R$97.497,00","R$79.809,15","R$99.761,44",HS Consórcios,Disponível
13066-4,Imóvel,"R$76.102,00","R$37.077,96",170,"R$539,00","R$91.630,00",,,Porto Seguro,Reservada
12654-4,Imóvel,"R$76.145,00","R$38.577,10",158,"R$589,00","R$93.062,00","R$84.389,43","R$105.486,79",HS Consórcios,Disponível
12366-4,Imóvel,"R$76.402,50","R$31.071,95",58,"R$1.377,00","R$79.866,00",,,Embracon,Reservada
13300-4,Imóvel,"R$77.057,00","R$32.358,86",170,"R$551,00","R$93.670,00",,,CNP Consórcio,Disponível
12915-4,Imóvel,"R$77.322,00","R$37.053,56",158,"R$604,00","R$95.432,00","R$78.379,61","R$97.974,51",HS Consórcios,Disponível
13114-4,Imóvel,"R$77.396,00","R$36.752,08",163,"R$602,00","R$98.126,00","R$80.536,24","R$100.670,30",HS Consórcios,Disponível
13159-4,Imóvel,"R$77.396,00","R$36.752,08",163,"R$591,00","R$96.333,00","R$79.276,41","R$99.095,51",HS Consórcios,Disponível
13286-4,Imóvel,"R$77.476,00","R$37.850,48",160,"R$590,00","R$94.400,00","R$77.171,98","R$96.464,98",HS Consórcios,Disponível
12981-4,Imóvel,"R$77.658,00","R$38.446,84",158,"R$601,00","R$94.958,00","R$77.816,12","R$97.270,15",HS Consórcios,Disponível
13156-4,Imóvel,"R$78.191,00","R$37.236,18",160,"R$601,00","R$96.160,00","R$79.140,21","R$98.925,26",HS Consórcios,Disponível
13153-4,Imóvel,"R$78.250,00","R$37.235,00",156,"R$637,00","R$99.372,00","R$81.520,06","R$101.900,08",HS Consórcios,Reservada
13319-4,Imóvel,"R$78.563,00","R$36.928,74",140,"R$687,00","R$96.180,00","R$78.513,05","R$98.141,31",HS Consórcios,Disponível
13134-4,Imóvel,"R$78.598,00","R$37.328,04",144,"R$636,00","R$91.584,00","R$75.081,00","R$93.851,25",HS Consórcios,Disponível
13342-4,Imóvel,"R$78.706,00","R$36.725,88",142,"R$710,00","R$100.820,00","R$82.564,21","R$103.205,26",HS Consórcios,Disponível
13136-4,Imóvel,"R$79.785,00","R$38.804,30",133,"R$665,00","R$88.445,00","R$72.431,20","R$90.539,00",HS Consórcios,Disponível
13161-4,Imóvel,"R$79.795,00","R$38.004,10",153,"R$628,00","R$96.084,00","R$78.996,48","R$98.745,60",HS Consórcios,Disponível
13085-4,Imóvel,"R$79.875,00","R$38.002,50",152,"R$640,00","R$97.280,00","R$79.788,98","R$99.736,23",HS Consórcios,Disponível
13280-4,Imóvel,"R$80.012,00","R$40.599,76",158,"R$580,00","R$91.640,00","R$75.131,33","R$93.914,16",HS Consórcios,Disponível
13165-4,Imóvel,"R$80.199,00","R$37.996,02",108,"R$785,00","R$84.780,00","R$68.968,20","R$86.210,25",HS Consórcios,Disponível
13430-4,Imóvel,"R$80.278,00","R$40.094,44",146,"R$629,00","R$91.834,00","R$75.156,98","R$93.946,23",HS Consórcios,Disponível
13072-4,Imóvel,"R$80.486,00","R$37.590,28",142,"R$701,00","R$99.542,00","R$81.556,96","R$101.946,20",HS Consórcios,Disponível
13147-4,Imóvel,"R$80.841,00","R$38.383,18",144,"R$651,00","R$93.744,00","R$76.900,85","R$96.126,06",HS Consórcios,Disponível
12745-4,Imóvel,"R$81.057,00","R$40.078,86",195,"R$504,00","R$98.280,00",,,Porto Seguro,Reservada
13327-4,Imóvel,"R$81.659,00","R$38.166,82",146,"R$680,00","R$99.280,00","R$81.208,87","R$101.511,09",HS Consórcios,Disponível
13413-4,Imóvel,"R$81.900,00","R$35.662,00",160,"R$688,00","R$110.080,00",,,Bradesco,Disponível
13260-4,Imóvel,"R$82.177,00","R$39.856,46",132,"R$687,00","R$90.684,00","R$74.323,58","R$92.904,48",HS Consórcios,Disponível
13139-4,Imóvel,"R$82.417,00","R$38.351,66",138,"R$718,00","R$99.084,00","R$81.173,64","R$101.467,05",HS Consórcios,Reservada
13431-4,Imóvel,"R$82.612,00","R$41.147,76",146,"R$644,00","R$94.024,00","R$77.005,63","R$96.257,04",HS Consórcios,Disponível
13321-4,Imóvel,"R$83.081,27","R$42.438,37",172,"R$420,00","R$72.240,00",,,Porto Seguro,Reservada
13115-4,Imóvel,"R$84.630,00","R$41.007,40",137,"R$695,00","R$95.215,00","R$78.000,00","R$97.500,00",HS Consórcios,Disponível
13071-4,Imóvel,"R$84.810,00","R$40.203,80",138,"R$731,00","R$100.878,00","R$82.594,59","R$103.243,24",HS Consórcios,Disponível
13412-4,Imóvel,"R$84.864,00","R$36.902,72",161,"R$713,00","R$114.793,00",,,Bradesco,Disponível
13067-4,Imóvel,"R$84.916,00","R$40.601,68",174,"R$638,00","R$111.012,00","R$90.279,04","R$112.848,80",HS Consórcios,Disponível
12848-4,Imóvel,"R$85.036,00","R$36.899,28",161,"R$688,00","R$110.768,00",,,Bradesco,Disponível
12660-4,Imóvel,"R$87.632,00","R$42.347,36",133,"R$748,00","R$99.484,00","R$81.064,70","R$101.330,88",HS Consórcios,Disponível
13009-4,Imóvel,"R$89.028,00","R$38.719,44",159,"R$706,00","R$112.254,00",,,Bradesco,Disponível
12170-4,Imóvel,"R$89.207,00","R$42.915,86",226,"R$489,00","R$110.514,00",,,Embracon,Reservada
13310-4,Imóvel,"R$90.273,00","R$41.694,54",235,"R$488,00","R$114.680,00",,,Embracon,Reservada
13273-4,Imóvel,"R$90.686,00","R$40.886,28",172,"R$640,00","R$110.080,00",,,Embracon,Reservada
13236-4,Imóvel,"R$91.493,00","R$42.170,14",228,"R$525,00","R$119.700,00",,,Embracon,Reservada
13117-4,Imóvel,"R$92.416,00","R$46.651,68",75,"R$1.039,00","R$77.925,00","R$63.741,28","R$79.676,60",HS Consórcios,Disponível
13224-4,Imóvel,"R$93.885,00","R$44.522,30",156,"R$750,00","R$117.000,00","R$96.311,07","R$120.388,84",HS Consórcios,Disponível
12448-4,Imóvel,"R$94.083,00","R$44.218,34",232,"R$486,00","R$112.752,00",,,Embracon,Reservada
13315-4,Imóvel,"R$95.518,00","R$46.389,64",145,"R$764,00","R$110.780,00","R$90.844,57","R$113.555,71",HS Consórcios,Disponível
13405-4,Imóvel,"R$95.722,00","R$45.485,56",151,"R$758,00","R$114.458,00","R$93.865,54","R$117.331,93",HS Consórcios,Disponível
12447-4,Imóvel,"R$95.930,00","R$43.581,40",229,"R$492,00","R$112.668,00",,,Embracon,Reservada
12339-4,Imóvel,"R$96.288,00","R$43.674,24",226,"R$524,00","R$118.424,00",,,Embracon,Reservada
12435-4,Imóvel,"R$96.938,00","R$43.761,24",86,"R$1.277,00","R$109.822,00",,,Embracon,Reservada
13383-4,Imóvel,"R$97.100,00","R$43.758,00",237,"R$554,00","R$131.298,00",,,Embracon,Reservada
13357-4,Imóvel,"R$97.603,00","R$48.347,94",114,"R$867,00","R$98.838,00","R$80.939,42","R$101.174,28",HS Consórcios,Disponível
13277-4,Imóvel,"R$97.664,00","R$45.446,72",116,"R$958,00","R$111.128,00","R$90.932,30","R$113.665,38",HS Consórcios,Reservada
13508-4,Imóvel,"R$98.000,00","R$50.140,00",230,"R$425,00","R$97.750,00",,,Porto Seguro,Disponível
11403-4,Imóvel,"R$98.310,00","R$41.433,80",176,"R$824,00","R$145.024,00",,,Rodobens,Reservada
13434-4,Imóvel,"R$98.882,00","R$49.522,36",215,"R$566,00","R$121.690,00",,,Serello,Disponível
13507-4,Imóvel,"R$98.892,00","R$49.522,16",194,"R$510,00","R$98.940,00",,,Porto Seguro,Disponível
13471-4,Imóvel,"R$99.360,00","R$49.812,80",208,"R$574,00","R$119.392,00",,,Serello,Disponível
13283-4,Imóvel,"R$100.196,00","R$52.496,08",145,"R$767,00","R$111.215,00","R$91.049,73","R$113.812,16",HS Consórcios,Disponível
13411-4,Imóvel,"R$100.317,00","R$43.593,66",179,"R$779,00","R$139.441,00",,,Bradesco,Disponível
13332-4,Imóvel,"R$101.076,00","R$49.578,48",223,"R$505,00","R$112.615,00",,,Santander,Reservada
13076-4,Imóvel,"R$101.195,00","R$44.076,10",179,"R$775,00","R$138.725,00",,,Bradesco,Disponível
13188-4,Imóvel,"R$102.222,00","R$48.755,56",66,"R$1.192,00","R$78.672,00",,,Porto Seguro,Disponível
13166-4,Imóvel,"R$103.314,00","R$45.033,72",172,"R$717,00","R$123.324,00",,,Bradesco,Disponível
13251-4,Imóvel,"R$103.370,00","R$49.032,60",111,"R$977,00","R$108.447,00","R$88.768,41","R$110.960,51",HS Consórcios,Disponível
13093-4,Imóvel,"R$103.698,00","R$49.226,04",152,"R$888,00","R$134.976,00","R$109.344,08","R$136.680,10",HS Consórcios,Disponível
13493-4,Imóvel,"R$104.221,00","R$45.915,58",169,"R$726,00","R$122.694,00",,,Bradesco,Disponível
13081-4,Imóvel,"R$104.999,00","R$52.400,02",113,"R$936,00","R$105.768,00","R$86.319,51","R$107.899,39",HS Consórcios,Disponível
13495-4,Imóvel,"R$105.989,00","R$46.780,22",170,"R$662,00","R$112.540,00",,,CNP Consórcio,Disponível
13128-4,Imóvel,"R$107.248,00","R$49.955,04",100,"R$1.156,00","R$115.600,00","R$94.553,31","R$118.191,64",HS Consórcios,Reservada
12577-4,Imóvel,"R$107.333,00","R$49.453,34",166,"R$693,00","R$115.038,00",,,Embracon,Reservada
13137-4,Imóvel,"R$108.010,00","R$52.439,80",119,"R$948,00","R$112.812,00","R$92.396,31","R$115.495,39",HS Consórcios,Disponível
13212-4,Imóvel,"R$108.056,00","R$52.438,88",119,"R$948,00","R$112.812,00","R$92.392,79","R$115.490,99",HS Consórcios,Disponível
12976-4,Imóvel,"R$108.362,00","R$54.332,76",183,"R$671,00","R$122.793,00",,,Porto Seguro,Reservada
13232-4,Imóvel,"R$110.618,00","R$55.387,64",183,"R$668,00","R$122.244,00",,,Porto Seguro,Reservada
13299-4,Imóvel,"R$110.640,00","R$50.887,20",186,"R$671,00","R$124.806,00",,,Embracon,Reservada
13046-4,Imóvel,"R$110.867,00","R$54.582,66",77,"R$1.298,00","R$99.946,00","R$81.269,20","R$101.586,50",HS Consórcios,Disponível
13121-4,Imóvel,"R$111.286,00","R$52.774,28",88,"R$1.194,00","R$105.072,00","R$86.153,20","R$107.691,50",HS Consórcios,Disponível
12088-4,Imóvel,"R$111.616,00","R$55.167,68",147,"R$775,00","R$113.925,00",,,MyCon,Disponível
11798-4,Imóvel,"R$112.984,00","R$53.740,32",186,"R$672,00","R$124.992,00",,,Rodobens,Reservada
12751-4,Imóvel,"R$112.984,00","R$50.740,32",216,"R$622,00","R$134.352,00",,,Magalu,Disponível
13187-4,Imóvel,"R$113.319,00","R$55.133,62",166,"R$775,00","R$128.650,00",,,Porto Seguro,Reservada
13328-4,Imóvel,"R$113.502,00","R$56.129,96",141,"R$891,00","R$125.631,00","R$102.773,84","R$128.467,30",HS Consórcios,Disponível
13429-4,Imóvel,"R$113.838,00","R$58.423,24",146,"R$839,00","R$122.494,00","R$100.293,61","R$125.367,01",HS Consórcios,Disponível
13323-4,Imóvel,"R$113.870,00","R$45.622,60",230,"R$754,00","R$173.420,00",,,Magalu,Disponível
12473-4,Imóvel,"R$114.152,00","R$55.116,96",138,"R$993,00","R$137.034,00","R$111.754,63","R$139.693,29",HS Consórcios,Disponível
13350-4,Imóvel,"R$114.232,00","R$56.115,36",108,"R$1.040,00","R$112.320,00","R$91.791,83","R$114.739,79",HS Consórcios,Disponível
12813-4,Imóvel,"R$115.761,00","R$48.784,78",172,"R$878,00","R$151.016,00",,,CNP Consórcio,Reservada
12769-4,Imóvel,"R$118.215,89","R$53.335,68",229,"R$655,00","R$149.995,00",,,Embracon,Reservada
13318-4,Imóvel,"R$118.308,00","R$56.733,84",130,"R$981,00","R$127.530,00","R$104.058,14","R$130.072,68",HS Consórcios,Disponível
13118-4,Imóvel,"R$119.141,00","R$56.617,18",148,"R$958,00","R$141.784,00","R$116.280,04","R$145.350,05",HS Consórcios,Disponível
12724-4,Imóvel,"R$119.913,00","R$51.401,74",183,"R$830,00","R$151.890,00",,,CNP Consórcio,Reservada
13409-4,Imóvel,"R$120.283,00","R$52.894,34",190,"R$839,00","R$159.410,00",,,Bradesco,Disponível
12652-4,Imóvel,"R$121.039,00","R$49.679,22",50,"R$2.645,00","R$132.250,00",,,Embracon,Reservada
12116-4,Imóvel,"R$121.304,00","R$64.373,92",148,"R$757,00","R$112.036,00",,,Porto Seguro,Reservada
13087-4,Imóvel,"R$122.924,00","R$58.341,52",134,"R$1.061,00","R$142.174,00","R$116.464,21","R$145.580,26",HS Consórcios,Disponível
13091-4,Imóvel,"R$123.056,00","R$58.438,88",153,"R$965,00","R$147.645,00","R$121.350,40","R$151.688,00",HS Consórcios,Disponível
12661-4,Imóvel,"R$131.176,00","R$63.276,48",134,"R$1.156,00","R$154.904,00","R$126.319,37","R$157.899,21",HS Consórcios,Disponível
12653-4,Imóvel,"R$131.812,00","R$60.663,76",228,"R$840,00","R$191.520,00",,,Embracon,Reservada
13132-4,Imóvel,"R$133.661,00","R$65.526,78",168,"R$868,00","R$145.824,00",,,Porto Seguro,Reservada
13297-4,Imóvel,"R$134.132,00","R$67.717,36",153,"R$1.001,00","R$153.153,00","R$125.539,26","R$156.924,08",HS Consórcios,Disponível
13341-4,Imóvel,"R$135.200,00","R$62.896,00",162,"R$1.058,00","R$171.396,00","R$140.758,02","R$175.947,53",HS Consórcios,Reservada
13279-4,Imóvel,"R$135.496,00","R$69.090,08",184,"R$917,00","R$168.728,00","R$140.123,48","R$175.154,35",HS Consórcios,Disponível
13102-4,Imóvel,"R$138.932,00","R$71.421,36",119,"R$1.141,00","R$135.779,00","R$111.599,02","R$139.498,78",HS Consórcios,Disponível
12898-4,Imóvel,"R$140.010,00","R$71.199,80",194,"R$950,00","R$184.300,00","R$150.234,00","R$187.792,50",HS Consórcios,Disponível
13162-4,Imóvel,"R$140.053,00","R$65.298,94",148,"R$1.046,00","R$154.808,00",,,Racon Consórcios,Reservada
12908-4,Imóvel,"R$140.710,00","R$70.885,80",194,"R$946,00","R$183.524,00","R$148.660,60","R$185.825,75",HS Consórcios,Disponível
13406-4,Imóvel,"R$140.960,00","R$71.180,80",196,"R$948,00","R$185.808,00","R$151.208,60","R$189.010,75",HS Consórcios,Disponível
13278-4,Imóvel,"R$141.391,00","R$71.372,18",197,"R$946,00","R$186.362,00","R$151.488,60","R$189.360,75",HS Consórcios,Disponível
12208-4,Imóvel,"R$143.256,00","R$73.834,88",184,"R$1.023,00","R$188.232,00","R$155.073,92","R$193.842,40",HS Consórcios,Disponível
12945-4,Imóvel,"R$143.666,00","R$71.426,68",186,"R$984,00","R$183.024,00","R$150.053,40","R$187.566,75",HS Consórcios,Disponível
12552-4,Imóvel,"R$144.097,00","R$72.118,06",186,"R$980,00","R$182.280,00","R$148.945,40","R$186.181,75",HS Consórcios,Disponível
13042-4,Imóvel,"R$144.153,00","R$73.216,94",190,"R$979,00","R$186.010,00","R$152.225,80","R$190.282,25",HS Consórcios,Disponível
13402-4,Imóvel,"R$145.754,00","R$67.984,92",203,"R$930,00","R$188.790,00",,,Racon Consórcios,Reservada
12445-4,Imóvel,"R$145.795,00","R$67.184,10",225,"R$836,00","R$188.100,00",,,Embracon,Reservada
13374-4,Imóvel,"R$147.603,00","R$68.547,94",152,"R$1.229,00","R$186.808,00","R$153.332,50","R$191.665,63",HS Consórcios,Disponível
13449-4,Imóvel,"R$148.679,00","R$70.126,42",115,"R$1.383,00","R$159.045,00","R$130.287,53","R$162.859,41",HS Consórcios,Disponível
13435-4,Imóvel,"R$149.100,00","R$76.718,00",174,"R$1.058,00","R$184.092,00",,,Serello,Disponível
10519-4,Imóvel,"R$149.155,00","R$57.516,90",65,"R$2.370,00","R$154.050,00",,,Embracon,Reservada
12446-4,Imóvel,"R$151.053,00","R$69.578,94",224,"R$838,00","R$187.712,00",,,Embracon,Reservada
12666-4,Imóvel,"R$152.585,00","R$71.848,30",190,"R$851,00","R$161.690,00",,,Embracon,Reservada
13070-4,Imóvel,"R$153.373,00","R$76.132,54",194,"R$930,00","R$180.420,00",,,Porto Seguro,Reservada
13391-4,Imóvel,"R$154.453,00","R$77.910,94",181,"R$1.078,00","R$195.118,00","R$160.157,79","R$200.197,24",HS Consórcios,Disponível
13092-4,Imóvel,"R$155.082,00","R$78.298,36",179,"R$1.072,00","R$191.888,00","R$157.562,44","R$196.953,05",HS Consórcios,Disponível
12109-4,Imóvel,"R$155.316,00","R$73.193,68",48,"R$2.474,00","R$118.752,00",,,Embracon,Reservada
13173-4,Imóvel,"R$157.389,00","R$79.752,22",176,"R$1.145,00","R$201.520,00",,,Serello,Disponível
13284-4,Imóvel,"R$160.000,00","R$80.000,00",194,"R$983,00","R$190.702,00",,,Porto Seguro,Reservada
12682-4,Imóvel,"R$163.960,00","R$72.020,80",183,"R$1.078,00","R$197.274,00",,,Embracon,Reservada
13509-4,Imóvel,"R$165.328,00","R$66.293,44",92,"R$2.190,00","R$201.480,00",,,Magalu,Disponível
13516-4,Imóvel,"R$165.410,00","R$66.391,80",92,"R$2.190,00","R$201.480,00",,,Magalu,Disponível
13415-4,Imóvel,"R$165.451,00","R$83.390,98",144,"R$1.284,00","R$184.896,00","R$151.415,64","R$189.269,55",HS Consórcios,Disponível
13012-4,Imóvel,"R$165.493,00","R$66.390,14",93,"R$2.144,00","R$199.392,00",,,Magalu,Reservada
12139-4,Imóvel,"R$168.560,00","R$68.728,80",60,"R$2.364,00","R$141.840,00",,,Embracon,Reservada
12767-4,Imóvel,"R$170.925,00","R$78.681,50",223,"R$932,00","R$207.836,00",,,Embracon,Reservada
13375-4,Imóvel,"R$173.199,00","R$81.436,02",64,"R$2.545,00","R$162.880,00","R$133.472,71","R$166.840,89",HS Consórcios,Disponível
13326-4,Imóvel,"R$176.200,00","R$88.976,00",196,"R$1.185,00","R$232.260,00","R$189.569,00","R$236.961,25",HS Consórcios,Disponível
13127-4,Imóvel,"R$176.912,00","R$81.461,76",135,"R$1.142,00","R$154.170,00",,,Embracon,Reservada
13098-4,Imóvel,"R$177.855,00","R$84.342,90",143,"R$1.440,00","R$205.920,00","R$168.904,97","R$211.131,21",HS Consórcios,Disponível
13109-4,Imóvel,"R$180.671,00","R$85.686,58",121,"R$1.626,00","R$196.746,00","R$161.167,28","R$201.459,10",HS Consórcios,Disponível
12213-4,Imóvel,"R$183.324,00","R$90.833,52",148,"R$1.390,00","R$205.720,00",,,MyCon,Disponível
12800-4,Imóvel,"R$187.190,00","R$95.756,20",179,"R$1.312,00","R$234.848,00","R$192.293,65","R$240.367,06",HS Consórcios,Disponível
12816-4,Imóvel,"R$188.744,00","R$98.225,12",147,"R$1.220,00","R$179.340,00",,,Porto Seguro,Reservada
12844-4,Imóvel,"R$192.384,00","R$97.652,32",182,"R$1.324,00","R$240.968,00","R$197.548,68","R$246.935,85",HS Consórcios,Disponível
12860-4,Imóvel,"R$192.970,00","R$97.840,60",182,"R$1.324,00","R$240.968,00","R$197.548,68","R$246.935,85",HS Consórcios,Disponível
13293-4,Imóvel,"R$196.693,00","R$96.466,14",184,"R$1.188,00","R$218.592,00",,,Porto Seguro,Reservada
12544-4,Imóvel,"R$197.608,00","R$88.247,84",214,"R$1.052,00","R$225.128,00",,,Embracon,Reservada
12802-4,Imóvel,"R$199.980,00","R$85.000,40",94,"R$2.543,00","R$239.042,00",,,Embracon,Reservada
12811-4,Imóvel,"R$200.183,00","R$84.196,34",127,"R$1.657,00","R$210.439,00",,,CNP Consórcio,Reservada
13051-4,Imóvel,"R$204.510,00","R$92.009,80",236,"R$1.082,00","R$255.352,00",,,Embracon,Reservada
11532-4,Imóvel,"R$208.548,00","R$90.829,04",102,"R$2.778,00","R$283.356,00",,,Canopus,Reservada
12795-4,Imóvel,"R$212.687,00","R$97.946,26",190,"R$1.348,00","R$256.120,00",,,Embracon,Reservada
12605-4,Imóvel,"R$213.858,00","R$98.422,84",224,"R$1.166,00","R$261.184,00",,,Embracon,Reservada
12705-4,Imóvel,"R$218.534,00","R$111.529,32",179,"R$1.385,00","R$247.915,00","R$202.570,34","R$253.212,93",HS Consórcios,Reservada
13124-4,Imóvel,"R$220.980,00","R$103.280,40",197,"R$1.398,00","R$275.406,00",,,Racon Consórcios,Reservada
12768-4,Imóvel,"R$223.382,00","R$102.832,36",169,"R$1.528,00","R$258.232,00",,,Magalu,Reservada
12791-4,Imóvel,"R$223.723,00","R$113.325,54",173,"R$1.765,00","R$305.345,00","R$250.111,77","R$312.639,71",HS Consórcios,Disponível
13011-4,Imóvel,"R$223.984,00","R$88.120,32",103,"R$2.399,00","R$247.097,00",,,Magalu,Disponível
12786-4,Imóvel,"R$224.883,00","R$112.802,34",176,"R$1.583,00","R$278.608,00","R$228.198,68","R$285.248,35",HS Consórcios,Disponível
13501-4,Imóvel,"R$228.797,00","R$105.324,06",227,"R$1.392,00","R$315.984,00",,,Embracon,Reservada
12651-4,Imóvel,"R$232.112,00","R$94.457,76",71,"R$3.222,00","R$228.762,00",,,Magalu,Reservada
12701-4,Imóvel,"R$233.612,00","R$105.527,76",128,"R$2.134,00","R$273.152,00",,,Magalu,Reservada
12950-4,Imóvel,"R$234.834,00","R$114.603,32",157,"R$1.809,00","R$284.013,00","R$232.616,25","R$290.770,31",HS Consórcios,Disponível
12916-4,Imóvel,"R$242.618,00","R$121.747,64",163,"R$1.859,00","R$303.017,00","R$248.276,33","R$310.345,41",HS Consórcios,Disponível
13151-4,Imóvel,"R$244.481,00","R$115.910,38",170,"R$1.830,00","R$311.100,00","R$255.498,03","R$319.372,54",HS Consórcios,Disponível
12851-4,Imóvel,"R$252.438,00","R$129.751,24",177,"R$1.836,00","R$324.972,00",,,Serello,Disponível
13314-4,Imóvel,"R$254.637,00","R$124.207,26",170,"R$1.737,00","R$295.290,00",,,Porto Seguro,Reservada
12839-4,Imóvel,"R$254.974,00","R$127.900,52",186,"R$1.848,00","R$343.728,00","R$281.907,28","R$352.384,10",HS Consórcios,Disponível
12801-4,Imóvel,"R$260.893,00","R$133.082,14",173,"R$1.745,00","R$301.885,00","R$246.563,51","R$308.204,39",HS Consórcios,Disponível
12715-4,Imóvel,"R$262.572,00","R$126.348,56",137,"R$2.151,00","R$294.687,00","R$241.479,42","R$301.849,28",HS Consórcios,Disponível
13229-4,Imóvel,"R$264.215,00","R$135.115,70",147,"R$1.932,00","R$284.004,00","R$232.213,20","R$290.266,50",HS Consórcios,Disponível
633-15,Imóvel,"R$272.363,96","R$73.618,20",39,"R$7.802,02","R$304.278,78","R$0,00","R$0,00",Itaú,Reservada
13512-4,Imóvel,"R$288.084,00","R$141.338,32",137,"R$2.283,00","R$312.771,00",,,Porto Seguro,Disponível
